entreprise,annee,cours_action,nombre_actions,total_actifs,capitaux_propres,total_dettes,actifs_courantes,dettes_courantes,chiffre_affaires,resultat_exploitation,resultat_net,cfo,cfi,cff
SOGB,2024,15000,1000000,88962049,68898842,20063207,27778028,15486069,93520675,18383382,13110790,15275174,6230437,10146330
